StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Rank,Gender,MainRole,MainChamp,Veterancy,PlayerStats,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,OpenChanges,BalancePriority _1,BalancePriority _2,BalancePriority _3,BalancePriority _4,BalancePriority _5,BalancePriority _6,BalancePriority _7,OtherChanges
2023-12-07 20:28:23,2023-12-07 20:31:32,100,188,TRUE,2023-12-07 20:31:32,R_2c0IiFif0x2cV2m,anonymous,EN,Platinum - Diamond,Male,Mid,All,10 ,Not Provided,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,More unique rotating gamemodes,3,1,2,4,7,5,6,"I trust the balance team, for the most part, to prioritize. A given champion can be affected by larger meta changes."
2023-12-07 20:37:23,2023-12-07 20:48:02,100,638,TRUE,2023-12-07 20:48:02,R_3s55wpuTlj0FksA,anonymous,EN,Platinum - Diamond,Male,No Preference / Fill,"Udyr, Naafiri, Lux",13 ,https://www.op.gg/summoners/na/Aean-NA1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Rework or remove Vision denial skills such as Graves' Smokescreen or Nocturne's Ultimate,5,2,4,1,6,3,7,No Response
2023-12-07 20:52:22,2023-12-07 20:55:21,100,179,TRUE,2023-12-07 20:55:22,R_3ISFK3ZeCPrMWgI,anonymous,EN,Iron - Gold,Male,Support,Leona,11,Ceness (OCE),Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,"Make safe assassins (Fizz, Zed, LB) have higher cooldowns on their abilities",1,3,2,4,6,5,7,No Response
2023-12-07 20:53:18,2023-12-07 21:00:48,100,449,TRUE,2023-12-07 21:00:48,R_1q3W1S7WFEQ2RBy,anonymous,EN,Platinum - Diamond,Male,Mid,"Kassadin, Akali and Talon in that order.",11  lol,Not Provided,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,"Jungle should be reworked, enemy jungle sitting a lane for 10 min shouldnt be a thing, the amount of tempo given is ridiculous.",4,2,1,3,7,5,6,"FUCK CHAT RESTRICTED, ITS JUST A GAME, WHAT THE FUCK DO YOU CARE ABOUT A RANDOM GUY TALKING SHIT ON INTERNET WTF"
2023-12-07 21:06:28,2023-12-07 21:10:05,100,216,TRUE,2023-12-07 21:10:05,R_XZj3KElBke9AgJH,anonymous,EN,Platinum - Diamond,Male,No Preference / Fill,Whatever is strong ,9-10 ,WhatAGreatGame,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,1,3,2,4,5,6,7,Don’t really have an opinion
2023-12-07 21:16:13,2023-12-07 21:19:52,100,219,TRUE,2023-12-07 21:19:53,R_3kz9gHN5NCDH5wK,anonymous,EN,Platinum - Diamond,Male,Bot,"Samira, Jhin, Zeri, Nilah, Caitlyn, Senna, Aurelion Sol",4 ,JTHousek#NA1,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,I would revamp a ton of old champs with ASUs. I would make Trundle's R more visibly apparent. I would make Zeri's R stacks fall off about 1 second later.,5,2,3,4,1,6,7,No Response
2023-12-07 21:19:17,2023-12-07 21:26:34,100,436,TRUE,2023-12-07 21:26:34,R_3PSTW0BxWAy4T09,anonymous,EN,Iron - Gold,Male,No Preference / Fill,"Jarvan, Corki, Maokai, Leona, Ezreal",13 ,https://www.op.gg/summoners/na/MusicBlade-NA1,Somewhat agree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"I would change how collision-based CC (Gragas stun, Jarvan Knockup, etc) interact with each other. ",5,6,7,1,3,4,2,No Response
2023-12-07 21:26:17,2023-12-07 21:28:17,100,119,TRUE,2023-12-07 21:28:17,R_1GZw7vJaShREiPO,anonymous,EN,Iron - Gold,Male,Support,Brand,12 ,Not Provided,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,,2,3,1,4,7,5,6,No Response
2023-12-07 21:20:17,2023-12-07 21:29:12,100,534,TRUE,2023-12-07 21:29:12,R_PHCfF0LHDoOQmyJ,anonymous,EN,Platinum - Diamond,Male,Mid,"Orianna, Bard, Syndra, Illaoi",11 ,Not Provided,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Remove 5g on ward ping,1,2,3,4,7,5,6,No Response
2023-12-07 21:25:43,2023-12-07 21:29:36,100,233,TRUE,2023-12-07 21:29:37,R_8cb0a0YE4hBLoL7,anonymous,EN,Platinum - Diamond,Male,Support,"Thresh, Riven, Irelia",8 ,Afusa2,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Bring back twisted treeline :). But in reality I like the place that the game is in,1,2,3,4,7,5,6,No Response
2023-12-07 21:32:37,2023-12-07 21:38:06,100,329,TRUE,2023-12-07 21:38:07,R_1MMUiypEIpCzcat,anonymous,EN,Platinum - Diamond,Male,Top,"Illaioi, Miss Fortune, Heimerdinger, Janna, Kassadin, Nocturne ",10 ,GagamboyII,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Remove Yuumi from the game.,2,1,3,4,6,5,7,Nerf bruisers' and assassins' base stats in the mid game to late game
2023-12-07 21:37:40,2023-12-07 21:42:28,100,287,TRUE,2023-12-07 21:42:28,R_3075iK02zrB806d,anonymous,EN,Iron - Gold,Male,Bot,"Jhin, Ezreal, Caitlyn",12,Not Provided,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Officially supported map skins to make SR less boring/repetitive,1,2,3,4,6,5,7,No Response
2023-12-07 21:39:54,2023-12-07 21:43:20,100,206,TRUE,2023-12-07 21:43:21,R_3Jz145ekdxr6M7W,anonymous,EN,Iron - Gold,Male,Top,Gwen,3,WillScissor4Tank,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Ratio reduction all all abilities (HASTE, AP, AD)",1,3,2,5,7,4,6,JG impact
2023-12-07 21:46:01,2023-12-07 21:49:30,100,209,TRUE,2023-12-07 21:49:31,R_1GUKZQUNqg2bQPg,anonymous,EN,Platinum - Diamond,Male,Top,Illoai Cho Fiora ornn ,13 ,Not Provided,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Make jungle weaker,4,7,5,6,1,3,2,No Response
2023-12-07 21:42:44,2023-12-07 22:09:04,100,1580,TRUE,2023-12-07 22:09:05,R_UxPMdJRdIAGJecF,anonymous,EN,Iron - Gold,Male,Mid,"Azir, Viego, Zed, Nautilus, Blitzcrank",3.5 ,xbabo,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,I would delete the ADC and Jungle roles.,4,1,2,3,5,7,6,No Response
2023-12-07 22:45:09,2023-12-07 22:49:59,100,289,TRUE,2023-12-07 22:49:59,R_R2CwTv7elAfZbHz,anonymous,EN,Platinum - Diamond,Male,Bot,"Jinx, Kog'maw, Yasuo, Zed, ",7,Phrofuton#KNYE,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,"Remove jungle and make adc decide the winning bot lane, not supports.",1,6,4,7,2,3,5,No Response
2023-12-07 23:00:50,2023-12-07 23:11:27,100,637,TRUE,2023-12-07 23:11:28,R_22sj5xD6VlfAD8u,anonymous,EN,Platinum - Diamond,Female,Bot,"Xayah, Ezreal, Varus, Aphelios",6 ,Not Provided,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,I’d change the height difference from the river to the rest of the map,7,4,5,2,1,6,3,No Response
2023-12-07 23:08:07,2023-12-07 23:26:59,100,1132,TRUE,2023-12-07 23:26:59,R_p4aEN6ppzzwR0yd,anonymous,EN,Iron - Gold,Female,Bot,"Zyra, Swain, Caitlyn, Jhin, Aphelios, Seraphine, Varus, Senna, Miss Fortune",14,Not Provided,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,"I dont like how strong top/jungle often is in low elo. Especially as ADC/bot it feels frustrating being steamrolled by a toplane bruiser that got slightly more. Even if you did okayish in lane, its often really hard in mid game to do anything",3,2,4,1,5,7,6,No Response
2023-12-08 00:12:32,2023-12-08 00:17:17,100,284,TRUE,2023-12-08 00:17:17,R_sp9v3eVhSpuucqR,anonymous,EN,Iron - Gold,Male,Mid,"Quinn, LeBlanc, Azir, Ahri, Qiyana",four ,Evilzonne,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would give Quinn some more attack speed back on her W passive,3,4,1,2,7,6,5,No Response
2023-12-08 00:20:20,2023-12-08 00:23:59,100,219,TRUE,2023-12-08 00:24:00,R_9tqYizw80HNNPTX,anonymous,EN,Iron - Gold,Male,Support,"Bard, Braum, Thresh, Renata, Azir",9 ,Not Provided,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Reduce burst and mobility,1,3,4,5,6,7,2,No Response
2023-12-08 00:55:36,2023-12-08 01:01:01,100,324,TRUE,2023-12-08 01:01:02,R_2ziHp1STZafmgSM,anonymous,EN,Platinum - Diamond,Male,Support,"Morgana, Thresh, Pyke",11 ,Rose of Sharon (PH),Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,Strongly agree,Strongly agree,Somewhat agree,Bring back seasonal maps,3,2,1,4,5,6,7,No Response
2023-12-08 01:11:37,2023-12-08 01:17:27,100,349,TRUE,2023-12-08 01:17:28,R_3x5Aw0clVnOn9kZ,anonymous,EN,Masters+,Male,Support,Senna,11 ,Quaisy,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Nerf Garen,1,2,3,4,5,6,7,"Less impactful items, shift power back into the champ's kit and let items support that. Items like Goredrinker healing 500+ HP heal on a 10 sec CD turns every melee AD champ into a drain tank."
2023-12-08 01:20:39,2023-12-08 01:22:29,100,109,TRUE,2023-12-08 01:22:29,R_1rulAHeQzOz02WB,anonymous,EN,Iron - Gold,Prefer not to say,No Preference / Fill,No Main Champ,Not Provided,Not Provided,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,3,2,4,5,1,6,7,No Response
2023-12-08 01:18:42,2023-12-08 01:23:49,100,307,TRUE,2023-12-08 01:23:50,R_UF6v6EiA1KvgntL,anonymous,EN,Masters+,Male,No Preference / Fill,"Samira, Lucian, Azir",12 ,Not Provided,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,"Shift impacts of Roles around, so they are more evenly balanced (announced Preaseason changes are a very good start)",4,2,5,3,6,1,7,No Response
2023-12-08 01:31:55,2023-12-08 01:34:26,100,151,TRUE,2023-12-08 01:34:27,R_115YwNoRYJZvFH2,anonymous,EN,Iron - Gold,Male,Top,all of them,10  (since season 3),Not Provided,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,i would make toplane have more impact,4,5,6,3,1,7,2,No Response
2023-12-08 01:38:40,2023-12-08 01:41:04,100,143,TRUE,2023-12-08 01:41:05,R_1fdDffbrRpOT40Y,anonymous,EN,Masters+,Male,Mid,"Ryze, Ekko, Orianna, Syndra",11 ,Not Provided,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Toning down the bounty system,1,4,3,2,7,5,6,No Response
2023-12-08 01:41:57,2023-12-08 01:45:56,100,239,TRUE,2023-12-08 01:45:57,R_PMa7hOTVHmC6ESt,anonymous,EN,Iron - Gold,Male,Top,"Riven, Irelia, Ornn, Malphite, Singed, Dr. Mundo, Cho'goth",since season 2,Not Provided,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,lower support's gold and agency. Support gaining power took power from the solo laners. It's just how game design works in a team based game.,2,1,3,7,5,6,4,No Response
2023-12-08 02:13:26,2023-12-08 02:17:12,100,226,TRUE,2023-12-08 02:17:13,R_24dzddyINuwW8hb,anonymous,EN,Platinum - Diamond,Male,Top,"Shen, Ornn, Sion, Viktor, Azir",10 ,Not Provided,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Delete Yummi,3,4,2,6,7,5,1,Delete Yummi
2023-12-08 02:16:30,2023-12-08 02:18:42,100,132,TRUE,2023-12-08 02:18:42,R_2Cs3JmqLo1GfZm8,anonymous,EN,Iron - Gold,Male,Mid,"ziggs, orianna, caitlyn, jinx",11 ,Not Provided,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,nerf tank items,1,4,3,2,7,6,5,No Response
2023-12-08 02:28:59,2023-12-08 02:36:28,100,449,TRUE,2023-12-08 02:36:29,R_27CdWp4H4zEW3DU,anonymous,EN,Iron - Gold,Male,Support,"Ashe, Alistar, Malzahar, Malphite, Warwick, Brand, Morgana, Leona, many more",With big interruptions since the Open Beta,https://www.op.gg/summoners/euw/Lowallyn-EUW,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I would reduce the amount of uninterruptible Skills (e.g. Sett Ultimate and W),2,1,3,4,7,5,6,No Response
2023-12-08 02:54:15,2023-12-08 02:58:11,100,236,TRUE,2023-12-08 02:58:12,R_2taK8H0im8l6ix3,anonymous,EN,Platinum - Diamond,Male,Mid,"Ahri, Sivir, Ziggs",since release,https://www.op.gg/summoners/euw/Fanf-EUW,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,SmurfQ and ToxicQ,5,3,6,7,1,2,4,No Response
2023-12-08 02:58:56,2023-12-08 03:03:15,100,259,TRUE,2023-12-08 03:03:16,R_5j3WYD7PPZfD5NT,anonymous,EN,Platinum - Diamond,Male,Support,"Thresh, Rell, Rakan",7.5 ,Kevekk #EUW,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,I would overhaul the tutorial,5,6,4,1,7,3,2,No Response
2023-12-08 04:57:59,2023-12-08 05:02:05,100,245,TRUE,2023-12-08 05:02:05,R_AMXyiACLJdtZPfb,anonymous,EN,Platinum - Diamond,Male,Support,"Rakan, Bard, Braum, Alistar, Leona",12,Aerenax#EUW,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Make snowballing less impactful, so longer games!",3,4,5,2,1,7,6,No Response
2023-12-08 05:09:28,2023-12-08 05:12:12,100,163,TRUE,2023-12-08 05:12:12,R_1FKZ5cmvx1NJMn4,anonymous,EN,Iron - Gold,Male,Top,"Briar, Cho'Gath, Sett, Tahm Kench",10,LeADCurry,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Rework most old champions like Corki or Zilean to bring them at least visually on par with the newest champions,1,2,3,4,6,5,7,No Response
2023-12-08 05:11:21,2023-12-08 05:14:30,100,189,TRUE,2023-12-08 05:14:31,R_2QGmp2oAI9Dl8GT,anonymous,EN,Platinum - Diamond,Male,Bot,Aphelios varus,4 ear,Not Provided,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Remove Hullbreaker,6,1,4,5,7,3,2,No Response
2023-12-08 05:21:46,2023-12-08 05:26:58,100,312,TRUE,2023-12-08 05:26:59,R_3hchLP3Sf9htGSH,anonymous,EN,Platinum - Diamond,Male,Support,Sona,12 ,Not Provided,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,More beginner friendly. And more 'fun' game modes.,6,5,7,3,1,2,4,Team building i.e. role select and champion select
2023-12-08 05:57:31,2023-12-08 06:07:44,100,613,TRUE,2023-12-08 06:07:45,R_10NUR8ouxRSvxuF,anonymous,EN,Platinum - Diamond,Male,Support,"Rakan, Leona, Ahri, Alistar",7 ,Not Provided,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Deleting yuumi and Ksante,1,2,3,4,5,6,7,No Response
2023-12-08 06:07:00,2023-12-08 06:09:34,100,154,TRUE,2023-12-08 06:09:35,R_wZrA9ftsBtu5bwZ,anonymous,EN,Platinum - Diamond,Male,Bot,Samira,12,Yuen#Neuy - on EUW,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,I'd like more Agency for the Botlane,3,2,1,4,6,7,5,No Response
2023-12-08 06:30:15,2023-12-08 06:34:25,100,250,TRUE,2023-12-08 06:34:26,R_1rrkj5Wu2gOtyXS,anonymous,EN,Platinum - Diamond,Male,Top,Jax yone ksante,4 ,Konvoy#gojo,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Fix the mmr and tone down jungle a bit ,5,7,6,1,2,3,4,No Response
2023-12-08 06:32:20,2023-12-08 06:38:05,100,344,TRUE,2023-12-08 06:38:05,R_2Cvbq6SnjTL9Dv5,anonymous,EN,Platinum - Diamond,Male,Mid,Xerath,"been on and off, but I started on season 3",Not Provided,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,"I'd change the constant dashes, increasing their cooldown/costs. Same kind of big haul like durablity patch and lifesteal/omnivamp nerf.",1,3,5,6,2,4,7,No Response
2023-12-08 07:10:59,2023-12-08 07:14:29,100,209,TRUE,2023-12-08 07:14:29,R_2zU4hHFpqRORqEX,anonymous,EN,Platinum - Diamond,Male,Support,Leona,12 ,https://www.op.gg/summoners/euw/Noob%20HK-00000,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,7,5,6,2,1,4,3,No Response
2023-12-08 07:16:53,2023-12-08 07:19:43,100,170,TRUE,2023-12-08 07:19:44,R_2sXTKzDGskZCIXp,anonymous,EN,Platinum - Diamond,Male,Bot,Caitlyn,Before Rengar launch,https://www.op.gg/summoners/br/JabysK-BR1,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Bring back ARAM bans,3,5,4,1,2,6,7,No Response
2023-12-08 07:25:23,2023-12-08 07:30:28,100,305,TRUE,2023-12-08 07:30:30,R_2D67ArkC5wrzpx1,anonymous,EN,Platinum - Diamond,Male,Mid,"Zed, Galio, Viktor, Orianna, Thresh, TF","started in season 4, been plaing on and off since then",https://www.op.gg/summoners/eune/Tree-EUN,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,"I would balance the game a bit more around pro-play. I'd love to see variety in highest quality gameplay. For example, I'd consider it a balancing failure that a champ like Teemo can have 0 presence in pro play for years.",5,3,2,4,1,6,7,No Response
2023-12-08 07:53:26,2023-12-08 07:56:53,100,207,TRUE,2023-12-08 07:56:54,R_W9FLQpytamI5qdr,anonymous,EN,Iron - Gold,Male,Bot,"Jhin, Ezreal, Kai'sa",4-5 ,https://www.op.gg/summoners/na/Uncle%20Bjergsen-NA1,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,ADCs not having any outplay potential from certain champions (EX: assassins),2,3,1,4,5,6,7,No Response
2023-12-08 07:52:29,2023-12-08 08:05:21,100,771,TRUE,2023-12-08 08:05:22,R_2SIelWhNLwKtnHs,anonymous,EN,Platinum - Diamond,Male,Support,Marksmen and Engagers,10 ,https://www.op.gg/summoners/lan/Alnimaaa-LAN,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,3,1,2,4,7,5,6,A clear identity for a champion regarding role.
2023-12-08 08:01:32,2023-12-08 08:08:00,100,388,TRUE,2023-12-08 08:08:01,R_vdDxfoGxbZKbNPX,anonymous,EN,Iron - Gold,Male,Mid,Syndra,7 ,Corey grim#euw,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,"Rework frustrating to play against abilities. Invulnerable, stealth. Like fizz, Evelynn shaco, zed range.",1,2,3,6,4,7,5,No Response
2023-12-08 08:17:30,2023-12-08 08:18:47,100,76,TRUE,2023-12-08 08:18:47,R_2wzO1jNLVabjneK,anonymous,EN,Platinum - Diamond,Male,Top,Jax renekton,Not Provided,wegojim21,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,voice chat,3,2,4,5,6,7,1,No Response
2023-12-08 08:42:36,2023-12-08 08:44:37,100,120,TRUE,2023-12-08 08:44:37,R_2zRN1HYJpzFIgVW,anonymous,EN,Iron - Gold,Male,Support,jhin,10 ,Not Provided,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,more gamemodes,1,3,2,5,7,4,6,No Response
2023-12-08 09:05:22,2023-12-08 09:08:49,100,207,TRUE,2023-12-08 09:08:50,R_12niZDZTr5CRXAT,anonymous,EN,Platinum - Diamond,Male,Bot,"Caitlyn, Ashe, kai'sa, jhin",11-12 ,Not Provided,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,I would try to make mid a more important role in the hopes of taking focus from the ADC role,1,2,4,6,3,7,5,No Response
2023-12-08 11:32:24,2023-12-08 11:35:08,100,164,TRUE,2023-12-08 11:35:09,R_QlUq2kmHlX8xj9L,anonymous,EN,Platinum - Diamond,Female,Support,"Nami, Zyra",4,Aalphe#osha,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I would give harsher punishment to inters and afks to improve the state of ranked,1,2,3,5,4,7,6,No Response
2023-12-08 11:13:30,2023-12-08 11:37:09,100,1419,TRUE,2023-12-08 11:37:10,R_2Y99mV4Ng9i9Ejb,anonymous,EN,Iron - Gold,Male,No Preference / Fill,Rumble Thresh Jax,10,Not Provided,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Remove Heartsteel,2,3,4,5,6,7,1,No Response
2023-12-08 11:52:12,2023-12-08 11:57:15,100,302,TRUE,2023-12-08 11:57:15,R_plNXIeJ2UrbrmI9,anonymous,EN,Not Provided,Male,Jungle,No Main Champ,Not Provided,Not Provided,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,"Too late, nothing will save it",1,2,3,4,7,5,6,No Response
